review_id,text,category,polarity
1002,Kesinlikle ev yemegi degil - Bu kadar basarisiz ev yemekleri olmasina ragmen ögle saatlerinde ki yogunlugu çözebilmis degilim. Ya insanlar gerçekten ev yemeginin nasil oldugunu bilmiyorlar. Ya da herkes benim gibi 1 kere deniyor ve bir daha gitmiyor. 1 kere denedigim fiyatlarinin yüksek yemeklerinin lezzetsiz oldugu bir mekan önermiyorum.,FOOD#QUALITY,negative
1003,"mekanın girişinde kasap reyonu ışıltılı,sıcak bir ortam yaratılmaya çalışılmış manzara olmadığı için bulunduğu konumda pek samimi bulmadım. garsonumuz ilgisizdi biz söyledikce yaptı buda benim restauranttan beklentimi zayıflatıyor. lokumun daha iyisini yedim küşleme güzeldi. şazeli salata yani... bilemedim mekana daha sonra belki bir şans daha verebilirim.",RESTAURANT#GENERAL,neutral
1003,"mekanın girişinde kasap reyonu ışıltılı,sıcak bir ortam yaratılmaya çalışılmış manzara olmadığı için bulunduğu konumda pek samimi bulmadım. garsonumuz ilgisizdi biz söyledikce yaptı buda benim restauranttan beklentimi zayıflatıyor. lokumun daha iyisini yedim küşleme güzeldi. şazeli salata yani... bilemedim mekana daha sonra belki bir şans daha verebilirim.",AMBIENCE#GENERAL,negative
1003,"mekanın girişinde kasap reyonu ışıltılı,sıcak bir ortam yaratılmaya çalışılmış manzara olmadığı için bulunduğu konumda pek samimi bulmadım. garsonumuz ilgisizdi biz söyledikce yaptı buda benim restauranttan beklentimi zayıflatıyor. lokumun daha iyisini yedim küşleme güzeldi. şazeli salata yani... bilemedim mekana daha sonra belki bir şans daha verebilirim.",FOOD#QUALITY,positive
1003,"mekanın girişinde kasap reyonu ışıltılı,sıcak bir ortam yaratılmaya çalışılmış manzara olmadığı için bulunduğu konumda pek samimi bulmadım. garsonumuz ilgisizdi biz söyledikce yaptı buda benim restauranttan beklentimi zayıflatıyor. lokumun daha iyisini yedim küşleme güzeldi. şazeli salata yani... bilemedim mekana daha sonra belki bir şans daha verebilirim.",SERVICE#GENERAL,negative
1004,2 sene önce hızlı bir kahvaltı yapmak için geldiğimiz mekana dair hatırımda kalan 6 tl lik çayı oldu: ) menüde dikkat etmemiştik ama hesap gelince ufak bir şok yaşamıştık😩 güzel olabilir ama kahvaltıdan fazla ödediğimiz çay yüzünden bir daha uğramadık.,DRINKS#PRICES,negative
1004,2 sene önce hızlı bir kahvaltı yapmak için geldiğimiz mekana dair hatırımda kalan 6 tl lik çayı oldu: ) menüde dikkat etmemiştik ama hesap gelince ufak bir şok yaşamıştık😩 güzel olabilir ama kahvaltıdan fazla ödediğimiz çay yüzünden bir daha uğramadık.,RESTAURANT#GENERAL,positive
1005,Şatobiryanı öneririm. Sosu tereyagli ve yumusak . Sert et sevmeyenler icin cok lezzetliydi. Guvecte yogurt ve salatayla iyi bir uclu oldu. Servisi hizli valesi var. Acik mekanda ise gardenya bolumu guzel. Kalabalik icin ideal. Yaninda cafe ve nargile bolumu var.,RESTAURANT#GENERAL,positive
1005,Şatobiryanı öneririm. Sosu tereyagli ve yumusak . Sert et sevmeyenler icin cok lezzetliydi. Guvecte yogurt ve salatayla iyi bir uclu oldu. Servisi hizli valesi var. Acik mekanda ise gardenya bolumu guzel. Kalabalik icin ideal. Yaninda cafe ve nargile bolumu var.,AMBIENCE#GENERAL,positive
1005,Şatobiryanı öneririm. Sosu tereyagli ve yumusak . Sert et sevmeyenler icin cok lezzetliydi. Guvecte yogurt ve salatayla iyi bir uclu oldu. Servisi hizli valesi var. Acik mekanda ise gardenya bolumu guzel. Kalabalik icin ideal. Yaninda cafe ve nargile bolumu var.,FOOD#QUALITY,positive
1005,Şatobiryanı öneririm. Sosu tereyagli ve yumusak . Sert et sevmeyenler icin cok lezzetliydi. Guvecte yogurt ve salatayla iyi bir uclu oldu. Servisi hizli valesi var. Acik mekanda ise gardenya bolumu guzel. Kalabalik icin ideal. Yaninda cafe ve nargile bolumu var.,SERVICE#GENERAL,positive
1006,"Cok fazla cesit var,insanin kafasi karışıyor dogrusu. Bugun çalışan arkadasin yonlendirmesiyle siyah caylardan bourbon vanilla ictik. Vanilya tadi gerçekten baya hissediliyodu ama ben beyaz caylarini daha cok begenmistim. Ortam güzel,özellikle rahat oturma köşeleri👌 Esas kahve sever biri oldugum icin cok tercih ettigim mekan değil ama yine de arada degisiklik icin guzel olabilir.",DRINKS#QUALITY,positive
1006,"Cok fazla cesit var,insanin kafasi karışıyor dogrusu. Bugun çalışan arkadasin yonlendirmesiyle siyah caylardan bourbon vanilla ictik. Vanilya tadi gerçekten baya hissediliyodu ama ben beyaz caylarini daha cok begenmistim. Ortam güzel,özellikle rahat oturma köşeleri👌 Esas kahve sever biri oldugum icin cok tercih ettigim mekan değil ama yine de arada degisiklik icin guzel olabilir.",FOOD#QUALITY,neutral
1006,"Cok fazla cesit var,insanin kafasi karışıyor dogrusu. Bugun çalışan arkadasin yonlendirmesiyle siyah caylardan bourbon vanilla ictik. Vanilya tadi gerçekten baya hissediliyodu ama ben beyaz caylarini daha cok begenmistim. Ortam güzel,özellikle rahat oturma köşeleri👌 Esas kahve sever biri oldugum icin cok tercih ettigim mekan değil ama yine de arada degisiklik icin guzel olabilir.",AMBIENCE#GENERAL,positive
1007,Yoğun olduğu günlerde(cumartes-pazar) gitmenizi tavsiye etmem. Lezzet değişiyor... Şubelerden en iyisi Pendik merkez ana şubesi iyidir.,RESTAURANT#GENERAL,positive
1008,"Bugüne kadar dışarıda yediğim en lezzetli kurufasülyeci. Bir arkadaşımın tavsiyesi ile Ortaköy şubesine gittim. Fasulyesi ağızda dağılıyor adeta, lokum gibi. Duyduğum kadarıyla suda değil sütte bekletiyorlarmış. Yanında turşu, cacık veya yoğurtla harika oluyor. Pilavı da çok lezzetli, mis gibi tereyağ kokuyor. Finali sütlaçla yapmanızı tavsiye ediyorum. Sütlacı da enfes.",FOOD#QUALITY,positive
1008,"Bugüne kadar dışarıda yediğim en lezzetli kurufasülyeci. Bir arkadaşımın tavsiyesi ile Ortaköy şubesine gittim. Fasulyesi ağızda dağılıyor adeta, lokum gibi. Duyduğum kadarıyla suda değil sütte bekletiyorlarmış. Yanında turşu, cacık veya yoğurtla harika oluyor. Pilavı da çok lezzetli, mis gibi tereyağ kokuyor. Finali sütlaçla yapmanızı tavsiye ediyorum. Sütlacı da enfes.",FOOD#STYLE_OPTIONS,positive
1009,"Hard Rock Cafe'de hiç sıra beklemeden oturmaya alışık değiliz ki biz, Avrupa veya Amerika'dakilerle aynı duyguyu vermiyor bu sebeple ama lezzet tabii yine aynı. Atıştırmalık Jumbo Combo pek yummy!",FOOD#QUALITY,positive
1009,"Hard Rock Cafe'de hiç sıra beklemeden oturmaya alışık değiliz ki biz, Avrupa veya Amerika'dakilerle aynı duyguyu vermiyor bu sebeple ama lezzet tabii yine aynı. Atıştırmalık Jumbo Combo pek yummy!",SERVICE#GENERAL,neutral
1010,"Deniz ürünleri çok başarılı. Manzarası zaten mükemmel. Bütün istanbul'un güzelliğini, yoğunluğunu hissediyorsun. Onun dışında pek öğrenci mekanı değil. Özel günlerde gidilecek, küçük kutlamalar yapılacak bir yer",AMBIENCE#GENERAL,positive
1010,"Deniz ürünleri çok başarılı. Manzarası zaten mükemmel. Bütün istanbul'un güzelliğini, yoğunluğunu hissediyorsun. Onun dışında pek öğrenci mekanı değil. Özel günlerde gidilecek, küçük kutlamalar yapılacak bir yer",FOOD#QUALITY,positive
1011,"Rahatça sohbet edebilmek istiyorsanız, orta mükemmel. Çalan müzik tam kıvamında, rahatsız etmiyor. Yemekleri çok lezzetli, manzara mükemmel. ancak hesap biraz abartılı geliyor, balık yemeden kişi başı 100 liradan fazla ödedik, itiraz etmek gerekir.",FOOD#PRICES,negative
1011,"Rahatça sohbet edebilmek istiyorsanız, orta mükemmel. Çalan müzik tam kıvamında, rahatsız etmiyor. Yemekleri çok lezzetli, manzara mükemmel. ancak hesap biraz abartılı geliyor, balık yemeden kişi başı 100 liradan fazla ödedik, itiraz etmek gerekir.",AMBIENCE#GENERAL,positive
1011,"Rahatça sohbet edebilmek istiyorsanız, orta mükemmel. Çalan müzik tam kıvamında, rahatsız etmiyor. Yemekleri çok lezzetli, manzara mükemmel. ancak hesap biraz abartılı geliyor, balık yemeden kişi başı 100 liradan fazla ödedik, itiraz etmek gerekir.",FOOD#QUALITY,positive
1012,"Kalabalik zamanlarda servis fazlasiyla aksiyor. Bosken soylemis oldugum makarna ne kadar hizli geldiyse, mekanin dolmasiyla arkadasimin soylemis oldugu siparis unutuldu, defalarca hatirlatma yapmamiz gerekti. Ayrica masalarin fazla ic ice olmasi zaman zaman rahatsiz olmaniza neden olabiliyor",AMBIENCE#GENERAL,negative
1012,"Kalabalik zamanlarda servis fazlasiyla aksiyor. Bosken soylemis oldugum makarna ne kadar hizli geldiyse, mekanin dolmasiyla arkadasimin soylemis oldugu siparis unutuldu, defalarca hatirlatma yapmamiz gerekti. Ayrica masalarin fazla ic ice olmasi zaman zaman rahatsiz olmaniza neden olabiliyor",SERVICE#GENERAL,negative
1013,"Kış aylarında içerideki sıcak ve loş ışıklı ortamında güzel yemekler yiyebilir, yazın da dışarıda o harika çilekli magnoliasından tadabilirsiniz. İçinizi serinletecek enfes bir tat.",AMBIENCE#GENERAL,positive
1013,"Kış aylarında içerideki sıcak ve loş ışıklı ortamında güzel yemekler yiyebilir, yazın da dışarıda o harika çilekli magnoliasından tadabilirsiniz. İçinizi serinletecek enfes bir tat.",FOOD#QUALITY,positive
1014,Garsonlar suratsiz. Bu kadar methedilmeyi hakketmiyor. Kasarli köftenin içinde kasar olmayan ve köfte ustasi geçinen bir yer! Açiklama: kasarla köfte yoguruluyormus. Isletme sahibi kaba. Bizim kasarli köfte tanimimiz böyle diyor sadece! Müsteri memnuniyeti sifir!,FOOD#STYLE_OPTIONS,negative
1014,Garsonlar suratsiz. Bu kadar methedilmeyi hakketmiyor. Kasarli köftenin içinde kasar olmayan ve köfte ustasi geçinen bir yer! Açiklama: kasarla köfte yoguruluyormus. Isletme sahibi kaba. Bizim kasarli köfte tanimimiz böyle diyor sadece! Müsteri memnuniyeti sifir!,RESTAURANT#GENERAL,negative
1014,Garsonlar suratsiz. Bu kadar methedilmeyi hakketmiyor. Kasarli köftenin içinde kasar olmayan ve köfte ustasi geçinen bir yer! Açiklama: kasarla köfte yoguruluyormus. Isletme sahibi kaba. Bizim kasarli köfte tanimimiz böyle diyor sadece! Müsteri memnuniyeti sifir!,SERVICE#GENERAL,negative
1015,"Yılların Sampi'si, canım pide istediğimde eve sipariş için tercih ettiğim yerlerdendir. O zaman keşke başlangıçlarda menüde yer almasa! Beşiktaş'ta tam otobüs duraklarının arkasında olmasından dolayı ulaşımı çok kolay ve fiyatları elbette çok makul. İlk defa bir şubesine gidip oturup yemek yedim. Ben çıtır pide sevenlerdenim, dolayısıyla siparişi verirken özellikle rica ettim ve gerçekten de çitir çitir pide geldi. Ancak maalesef birlikte gittiğim arkadaşlarım hiç sevmezmiş çıtır pideyi ve tabii ki onların ki de çıtır geldi. Evet suçluyum! Tek ayak üstünde köşeme çekiliyorum! Neyse tadı paket servisten elbette çok daha iyidi neticede beklemeden yeme imkanınız var. Malzemesi bol, porsiyonu tam kıvamındaydı. Başlangıç olarak Lahmacun sipariş etmek istemiştik, ancak garson Lahmacunun Pide'den daha uzun sürdüğünü belirtti, çünkü hamuru taze açılıyormuş.",LOCATION#GENERAL,positive
1015,"Yılların Sampi'si, canım pide istediğimde eve sipariş için tercih ettiğim yerlerdendir. O zaman keşke başlangıçlarda menüde yer almasa! Beşiktaş'ta tam otobüs duraklarının arkasında olmasından dolayı ulaşımı çok kolay ve fiyatları elbette çok makul. İlk defa bir şubesine gidip oturup yemek yedim. Ben çıtır pide sevenlerdenim, dolayısıyla siparişi verirken özellikle rica ettim ve gerçekten de çitir çitir pide geldi. Ancak maalesef birlikte gittiğim arkadaşlarım hiç sevmezmiş çıtır pideyi ve tabii ki onların ki de çıtır geldi. Evet suçluyum! Tek ayak üstünde köşeme çekiliyorum! Neyse tadı paket servisten elbette çok daha iyidi neticede beklemeden yeme imkanınız var. Malzemesi bol, porsiyonu tam kıvamındaydı. Başlangıç olarak Lahmacun sipariş etmek istemiştik, ancak garson Lahmacunun Pide'den daha uzun sürdüğünü belirtti, çünkü hamuru taze açılıyormuş.",RESTAURANT#GENERAL,positive
1015,"Yılların Sampi'si, canım pide istediğimde eve sipariş için tercih ettiğim yerlerdendir. O zaman keşke başlangıçlarda menüde yer almasa! Beşiktaş'ta tam otobüs duraklarının arkasında olmasından dolayı ulaşımı çok kolay ve fiyatları elbette çok makul. İlk defa bir şubesine gidip oturup yemek yedim. Ben çıtır pide sevenlerdenim, dolayısıyla siparişi verirken özellikle rica ettim ve gerçekten de çitir çitir pide geldi. Ancak maalesef birlikte gittiğim arkadaşlarım hiç sevmezmiş çıtır pideyi ve tabii ki onların ki de çıtır geldi. Evet suçluyum! Tek ayak üstünde köşeme çekiliyorum! Neyse tadı paket servisten elbette çok daha iyidi neticede beklemeden yeme imkanınız var. Malzemesi bol, porsiyonu tam kıvamındaydı. Başlangıç olarak Lahmacun sipariş etmek istemiştik, ancak garson Lahmacunun Pide'den daha uzun sürdüğünü belirtti, çünkü hamuru taze açılıyormuş.",FOOD#QUALITY,positive
1015,"Yılların Sampi'si, canım pide istediğimde eve sipariş için tercih ettiğim yerlerdendir. O zaman keşke başlangıçlarda menüde yer almasa! Beşiktaş'ta tam otobüs duraklarının arkasında olmasından dolayı ulaşımı çok kolay ve fiyatları elbette çok makul. İlk defa bir şubesine gidip oturup yemek yedim. Ben çıtır pide sevenlerdenim, dolayısıyla siparişi verirken özellikle rica ettim ve gerçekten de çitir çitir pide geldi. Ancak maalesef birlikte gittiğim arkadaşlarım hiç sevmezmiş çıtır pideyi ve tabii ki onların ki de çıtır geldi. Evet suçluyum! Tek ayak üstünde köşeme çekiliyorum! Neyse tadı paket servisten elbette çok daha iyidi neticede beklemeden yeme imkanınız var. Malzemesi bol, porsiyonu tam kıvamındaydı. Başlangıç olarak Lahmacun sipariş etmek istemiştik, ancak garson Lahmacunun Pide'den daha uzun sürdüğünü belirtti, çünkü hamuru taze açılıyormuş.",FOOD#STYLE_OPTIONS,positive
1016,"Beşiktaş'ın göbeğinde. Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri. Ve deneyim maalesef çok da olumlu olmadı. Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi. Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi. Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii. Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal.",SERVICE#GENERAL,negative
1016,"Beşiktaş'ın göbeğinde. Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri. Ve deneyim maalesef çok da olumlu olmadı. Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi. Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi. Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii. Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal.",FOOD#QUALITY,conflict
1016,"Beşiktaş'ın göbeğinde. Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri. Ve deneyim maalesef çok da olumlu olmadı. Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi. Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi. Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii. Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal.",RESTAURANT#GENERAL,negative
1016,"Beşiktaş'ın göbeğinde. Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri. Ve deneyim maalesef çok da olumlu olmadı. Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi. Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi. Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii. Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal.",FOOD#STYLE_OPTIONS,negative
1016,"Beşiktaş'ın göbeğinde. Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri. Ve deneyim maalesef çok da olumlu olmadı. Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi. Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi. Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii. Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal.",RESTAURANT#PRICES,positive
1016,"Beşiktaş'ın göbeğinde. Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri. Ve deneyim maalesef çok da olumlu olmadı. Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi. Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi. Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii. Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal.",LOCATION#GENERAL,positive
1017,"Servis: 4 Fiyat: 5 Mekan: 8 Lezzet: 4 sicak iceceklerde servis agir, kahvalti icin tercih edilwbilir olsa da lezzete gore fiyat yuksek kaliyor.",FOOD#PRICES,negative
1017,"Servis: 4 Fiyat: 5 Mekan: 8 Lezzet: 4 sicak iceceklerde servis agir, kahvalti icin tercih edilwbilir olsa da lezzete gore fiyat yuksek kaliyor.",FOOD#QUALITY,positive
1017,"Servis: 4 Fiyat: 5 Mekan: 8 Lezzet: 4 sicak iceceklerde servis agir, kahvalti icin tercih edilwbilir olsa da lezzete gore fiyat yuksek kaliyor.",SERVICE#GENERAL,negative
1018,Mutlaka bir hafta önceden rezarvasyon yaptırın iyi bir rum meyhanesi yemekleri başarılı olduğu gibi şahane bir manzarası var bu mekanın en büyük olayı sürekli ikram yapmalarıdır pahalı olmasına rağmen hak ediyor. Mutlaka ızgara mantar ve istakoz kavurma deneyin gittiğim ve hiçbir zaman pişman olmadığım ender yerlerden biridir,RESTAURANT#GENERAL,positive
1018,Mutlaka bir hafta önceden rezarvasyon yaptırın iyi bir rum meyhanesi yemekleri başarılı olduğu gibi şahane bir manzarası var bu mekanın en büyük olayı sürekli ikram yapmalarıdır pahalı olmasına rağmen hak ediyor. Mutlaka ızgara mantar ve istakoz kavurma deneyin gittiğim ve hiçbir zaman pişman olmadığım ender yerlerden biridir,AMBIENCE#GENERAL,positive
1018,Mutlaka bir hafta önceden rezarvasyon yaptırın iyi bir rum meyhanesi yemekleri başarılı olduğu gibi şahane bir manzarası var bu mekanın en büyük olayı sürekli ikram yapmalarıdır pahalı olmasına rağmen hak ediyor. Mutlaka ızgara mantar ve istakoz kavurma deneyin gittiğim ve hiçbir zaman pişman olmadığım ender yerlerden biridir,FOOD#QUALITY,positive
1018,Mutlaka bir hafta önceden rezarvasyon yaptırın iyi bir rum meyhanesi yemekleri başarılı olduğu gibi şahane bir manzarası var bu mekanın en büyük olayı sürekli ikram yapmalarıdır pahalı olmasına rağmen hak ediyor. Mutlaka ızgara mantar ve istakoz kavurma deneyin gittiğim ve hiçbir zaman pişman olmadığım ender yerlerden biridir,FOOD#STYLE_OPTIONS,positive
1019,"Baliklarin yanina Rum ve ermeni mutfagindan mezelerde pek bir yakisiyor. kuskonmaz somon sarma,kagitta balik pastirma kesinlikle denenmeli.",FOOD#QUALITY,positive
1020,Burada caylar harika! Bourbon Vanilla 34 numarali cay. Vanilla ve portakal aromasina doyamayacaginiz harika bir lezzet olmus. Ortam muhabbet edebilmek icin gayet guzel fakat manzara beklentiniz var ise baska yeri tercih etmelisiniz. Tam tamina 60 farkli cesit cay bulabileceginiz bu mekani ziyaret etmelisiniz!,DRINKS#STYLE_OPTIONS,positive
1020,Burada caylar harika! Bourbon Vanilla 34 numarali cay. Vanilla ve portakal aromasina doyamayacaginiz harika bir lezzet olmus. Ortam muhabbet edebilmek icin gayet guzel fakat manzara beklentiniz var ise baska yeri tercih etmelisiniz. Tam tamina 60 farkli cesit cay bulabileceginiz bu mekani ziyaret etmelisiniz!,DRINKS#QUALITY,positive
1020,Burada caylar harika! Bourbon Vanilla 34 numarali cay. Vanilla ve portakal aromasina doyamayacaginiz harika bir lezzet olmus. Ortam muhabbet edebilmek icin gayet guzel fakat manzara beklentiniz var ise baska yeri tercih etmelisiniz. Tam tamina 60 farkli cesit cay bulabileceginiz bu mekani ziyaret etmelisiniz!,FOOD#QUALITY,positive
